"Date","Price","Open","High","Low","Change %"
"07/05/2021","0.880","0.880","0.880","0.880","1.15%"
"07/02/2021","0.870","0.870","0.870","0.870","-2.25%"
"07/01/2021","0.890","0.890","0.890","0.890","0.00%"
"06/30/2021","0.890","0.890","0.890","0.890","2.30%"
"06/29/2021","0.870","0.870","0.870","0.870","-1.14%"
"06/28/2021","0.880","0.880","0.880","0.880","0.00%"
"06/25/2021","0.880","0.880","0.880","0.880","-1.12%"
"06/24/2021","0.890","0.890","0.890","0.890","0.00%"
"06/23/2021","0.890","0.890","0.890","0.890","0.00%"
"06/22/2021","0.890","0.890","0.890","0.890","0.00%"
"06/21/2021","0.890","0.890","0.890","0.890","0.00%"
"06/18/2021","0.890","0.890","0.890","0.890","-1.11%"
"06/17/2021","0.900","0.900","0.900","0.900","1.12%"
"06/16/2021","0.890","0.890","0.890","0.890","0.00%"
"06/15/2021","0.890","0.890","0.890","0.890","0.00%"
"06/14/2021","0.890","0.890","0.890","0.890","1.14%"
"06/11/2021","0.880","0.880","0.880","0.880","-2.22%"
"06/10/2021","0.900","0.900","0.900","0.900","0.00%"
"06/09/2021","0.900","0.900","0.900","0.900","0.00%"
"06/08/2021","0.900","0.900","0.900","0.900","0.00%"
"06/07/2021","0.900","0.900","0.900","0.900","0.00%"
"06/04/2021","0.900","0.900","0.900","0.900","0.00%"
"06/03/2021","0.900","0.900","0.900","0.900","-2.17%"
"06/02/2021","0.920","0.920","0.920","0.920","4.55%"
"06/01/2021","0.880","0.880","0.880","0.880","11.39%"
"05/31/2021","0.790","0.790","0.790","0.790","-4.82%"
"05/28/2021","0.830","0.830","0.830","0.830","-2.35%"
"05/27/2021","0.850","0.850","0.850","0.850","8.97%"
"05/26/2021","0.780","0.780","0.780","0.780","0.00%"
"05/25/2021","0.780","0.780","0.780","0.780","-17.89%"
"05/21/2021","0.950","0.950","0.950","0.950","5.56%"
"05/20/2021","0.900","0.900","0.900","0.900","0.00%"
"05/19/2021","0.900","0.900","0.900","0.900","-5.26%"
"05/18/2021","0.950","0.950","0.950","0.950","5.56%"
"05/17/2021","0.900","0.900","0.900","0.900","34.33%"
"05/14/2021","0.670","0.670","0.670","0.670","0.00%"
"05/13/2021","0.670","0.670","0.670","0.670","0.00%"
"05/12/2021","0.670","0.670","0.670","0.670","-1.47%"
"05/11/2021","0.680","0.680","0.680","0.680","1.49%"
"05/10/2021","0.670","0.670","0.670","0.670","3.08%"
"05/07/2021","0.650","0.650","0.650","0.650","-2.99%"
"05/06/2021","0.670","0.670","0.670","0.670","1.52%"
"05/05/2021","0.660","0.660","0.660","0.660","-2.94%"
"05/04/2021","0.680","0.680","0.680","0.680","0.00%"
"05/03/2021","0.680","0.680","0.680","0.680","-1.45%"
"04/30/2021","0.690","0.690","0.690","0.690","-1.43%"
"04/29/2021","0.700","0.700","0.700","0.700","0.00%"
"04/28/2021","0.700","0.700","0.700","0.700","0.00%"
